east,north,au
636129.48,616188.41,0
636173.62,616164.92,0
636217.76,616141.44,0
636261.91,616117.96,0
636306.05,616094.48,0
636350.19,616071,0
636394.34,616047.52,0
636438.48,616024.04,0
636482.62,616000.56,0
636526.77,615977.07,0
636570.91,615953.59,0
636615.05,615930.11,2
636659.2,615906.63,2
636703.34,615883.15,3
636747.48,615859.67,0
636791.63,615836.19,0
636835.77,615812.71,0
636879.91,615789.22,0
636924.06,615765.74,0
636968.2,615742.26,0
637012.34,615718.78,0
637056.49,615695.3,0
637100.63,615671.82,0
637144.77,615648.34,0
637188.91,615624.86,12
637233.06,615601.37,2
637277.2,615577.89,0
637321.34,615554.41,0
637365.49,615530.93,0
637409.63,615507.45,0
637453.77,615483.97,0
637497.92,615460.49,0
637542.06,615437,0
637586.2,615413.52,7
637630.35,615390.04,1
637674.49,615366.56,2
637718.63,615343.08,3
637762.78,615319.6,2
637806.92,615296.12,3
637851.06,615272.64,3
637895.21,615249.15,3
637939.35,615225.67,3
637983.49,615202.19,3
638027.64,615178.71,2
638071.78,615155.23,0
638115.92,615131.75,0
638160.07,615108.27,0
638204.21,615084.79,0
638248.35,615061.3,2
638292.5,615037.82,0
638336.64,615014.34,5
638380.78,614990.86,0
638424.93,614967.38,0
638469.07,614943.9,0
638513.21,614920.42,0
638557.36,614896.94,0
638601.5,614873.45,0
638645.64,614849.97,0
638689.79,614826.49,4
638733.93,614803.01,3
638778.07,614779.53,8
638822.22,614756.05,5
638866.36,614732.57,1
638910.5,614709.09,0
638954.65,614685.6,8
638998.79,614662.12,8
639042.93,614638.64,13
639087.08,614615.16,7
639131.22,614591.68,8
639175.36,614568.2,12
639219.51,614544.72,10
639263.65,614521.23,6
639307.79,614497.75,0
639351.94,614474.27,59
639396.08,614450.79,12
639440.22,614427.31,9
639484.37,614403.83,15
639528.51,614380.35,5
639572.65,614356.87,13
639616.8,614333.38,13
639660.94,614309.9,15
639705.08,614286.42,11
639749.23,614262.94,18
639793.37,614239.46,21
639837.51,614215.98,0
639881.66,614192.5,0
639925.8,614169.02,5
639969.94,614145.53,1
640014.08,614122.05,3
640058.23,614098.57,6
640102.37,614075.09,0
640146.51,614051.61,0
640190.66,614028.13,0
640234.8,614004.65,0
640278.94,613981.17,0
640323.09,613957.68,0
640367.23,613934.2,0
640411.37,613910.72,2
640455.52,613887.24,0
640499.66,613863.76,4
640543.8,613840.28,0
640587.95,613816.8,1
635599.76,616470.18,2
635555.61,616493.66,0
635511.47,616517.14,0
635467.33,616540.63,3
635423.18,616564.11,5
635379.04,616587.59,4
635334.9,616611.07,5
635290.75,616634.55,3
635246.61,616658.03,10
635202.47,616681.51,7
635158.32,616704.99,4
635114.18,616728.48,8
635070.04,616751.96,3
635025.89,616775.44,3
634981.75,616798.92,2
634937.61,616822.4,6
634893.46,616845.88,2
634849.32,616869.36,1
634805.18,616892.84,0
634761.03,616916.33,3
634716.89,616939.81,7
634672.75,616963.29,0
634628.6,616986.77,0
634584.46,617010.25,0
634540.32,617033.73,0
634496.17,617057.21,4
634452.03,617080.69,0
634407.89,617104.18,2
634363.74,617127.66,0
634319.6,617151.14,0
634275.46,617174.62,0
634231.31,617198.1,0
634187.17,617221.58,0
634143.03,617245.06,0
634098.89,617268.54,0
634054.74,617292.03,0
634010.6,617315.51,0
633966.46,617338.99,0
633922.31,617362.47,0
633878.17,617385.95,0
633834.03,617409.43,0
633789.88,617432.91,0
633745.74,617456.4,2
633701.6,617479.88,2
633657.45,617503.36,2
633613.31,617526.84,0
633569.17,617550.32,0
633525.02,617573.8,0
633480.88,617597.28,0
633436.74,617620.76,0
633392.59,617644.25,0
633348.45,617667.73,5
633304.31,617691.21,5
633260.16,617714.69,9
635869.32,616870.48,5
635913.46,616846.99,0
635957.61,616823.51,3
636001.75,616800.03,4
636045.89,616776.55,10
636090.04,616753.07,13
636134.18,616729.59,0
636178.32,616706.11,0
636222.47,616682.63,2
636266.61,616659.14,1
636310.75,616635.66,5
636354.9,616612.18,0
636399.04,616588.7,2
636443.18,616565.22,0
636487.33,616541.74,2
636531.47,616518.26,0
636575.61,616494.77,2
636619.76,616471.29,0
636663.9,616447.81,0
636708.04,616424.33,3
636752.19,616400.85,0
636796.33,616377.37,3
636840.47,616353.89,5
636884.62,616330.41,2
636928.76,616306.92,6
636972.9,616283.44,78
637017.05,616259.96,7
637061.19,616236.48,5
637105.33,616213,5
637149.48,616189.52,8
637193.62,616166.04,0
637237.76,616142.56,0
637281.91,616119.07,0
637326.05,616095.59,0
637370.19,616072.11,0
637414.34,616048.63,2
637458.48,616025.15,2
637502.62,616001.67,0
637546.77,615978.19,2
637590.91,615954.71,0
637635.05,615931.22,3
637679.19,615907.74,0
637723.34,615884.26,0
637767.48,615860.78,3
637811.62,615837.3,2
637855.77,615813.82,5
637899.91,615790.34,2
637944.05,615766.86,0
637988.2,615743.37,2
638032.34,615719.89,3
638076.48,615696.41,1
638120.63,615672.93,0
638164.77,615649.45,0
638208.91,615625.97,0
638253.06,615602.49,0
638297.2,615579,0
638341.34,615555.52,0
638385.49,615532.04,14
638429.63,615508.56,3
638473.77,615485.08,2
638517.92,615461.6,2
638562.06,615438.12,3
638606.2,615414.64,7
638650.35,615391.15,3
638694.49,615367.67,0
638738.63,615344.19,0
638782.78,615320.71,9
638826.92,615297.23,0
638871.06,615273.75,2
638915.21,615250.27,5
638959.35,615226.79,2
639003.49,615203.3,0
639047.64,615179.82,1
639091.78,615156.34,0
639135.92,615132.86,0
639180.07,615109.38,2
639224.21,615085.9,0
639268.35,615062.42,3
639312.5,615038.94,0
639356.64,615015.45,2
639400.78,614991.97,2
639444.93,614968.49,0
639489.07,614945.01,0
639533.21,614921.53,0
639577.36,614898.05,0
639621.5,614874.57,0
640632.09,613793.32,0
640676.233,613769.84,0
635869.3203,616870.4755,0
635825.177,616893.9568,0
635781.0338,616917.4381,0
635736.8905,616940.9194,0
635692.7472,616964.4006,0
635648.6039,616987.8819,0
635604.4606,617011.3632,0
635560.3173,617034.8445,0
635516.1741,617058.3258,0
635472.0308,617081.8071,0
635427.8875,617105.2883,0
635383.7442,617128.7696,5
635339.6009,617152.2509,5
635295.4576,617175.7322,2
635251.3144,617199.2135,0
635207.1711,617222.6948,0
635163.0278,617246.176,2
635118.8845,617269.6573,0
635074.7412,617293.1386,0
635030.598,617316.6199,2
634986.4547,617340.1012,3
634942.3114,617363.5824,0
634898.1681,617387.0637,0
634854.0248,617410.545,0
634809.8815,617434.0263,0
634765.7383,617457.5076,0
634721.595,617480.9889,1
634677.4517,617504.4701,1
634633.3084,617527.9514,7
634589.1651,617551.4327,0
634545.0219,617574.914,4
634500.8786,617598.3953,4
634456.7353,617621.8766,3
634412.592,617645.3578,0
634368.4487,617668.8391,0
634324.3054,617692.3204,0
634280.1622,617715.8017,0
634236.0189,617739.283,0
634191.8756,617762.7643,0
634147.7323,617786.2455,0
634103.589,617809.7268,0
634059.4458,617833.2081,0
634015.3025,617856.6894,0
633971.1592,617880.1707,0
633927.0159,617903.652,0
633882.8726,617927.1332,0
633838.7293,617950.6145,0
633794.5861,617974.0958,0
633750.4428,617997.5771,0
633706.2995,618021.0584,1
633662.1562,618044.5397,0
633618.0129,618068.0209,0
633573.8696,618091.5022,0
633529.7264,618114.9835,0
633485.5831,618138.4648,0
633441.4398,618161.9461,0
633397.2965,618185.4274,0
633353.1532,618208.9086,0
633309.01,618232.3899,0
633264.8667,618255.8712,0
633220.7234,618279.3525,0
633176.5801,618302.8338,0
633132.4368,618326.3151,0
636589.7245,618118.3207,16
636633.8678,618094.8395,0
636678.0111,618071.3582,0
636722.1544,618047.8769,0
636766.2977,618024.3956,3
636810.441,618000.9143,2
636854.5842,617977.4331,4
636898.7275,617953.9518,3
636942.8708,617930.4705,6
636987.0141,617906.9892,2
637031.1574,617883.5079,5
637075.3007,617860.0266,21
637119.4439,617836.5454,5
637163.5872,617813.0641,12
637207.7305,617789.5828,5
637251.8738,617766.1015,5
637296.0171,617742.6202,2
637340.1603,617719.1389,0
637384.3036,617695.6577,0
637428.4469,617672.1764,0
637472.5902,617648.6951,0
637516.7335,617625.2138,0
637560.8768,617601.7325,0
637605.02,617578.2512,13
637649.1633,617554.77,12
637693.3066,617531.2887,1
637737.4499,617507.8074,3
637781.5932,617484.3261,0
637825.7364,617460.8448,3
637869.8797,617437.3635,3
637914.023,617413.8823,6
637958.1663,617390.401,0
638002.3096,617366.9197,7
638046.4529,617343.4384,0
638090.5961,617319.9571,0
638134.7394,617296.4758,0
638178.8827,617272.9946,0
638223.026,617249.5133,0
638267.1693,617226.032,1
638311.3125,617202.5507,0
638355.4558,617179.0694,0
638399.5991,617155.5881,0
638443.7424,617132.1069,0
638487.8857,617108.6256,0
638532.029,617085.1443,1
638576.1722,617061.663,0
638620.3155,617038.1817,16
638664.4588,617014.7004,58
638708.6021,616991.2192,74
638752.7454,616967.7379,30
638796.8887,616944.2566,4
638841.0319,616920.7753,55
638885.1752,616897.294,6
638929.3185,616873.8128,0
638973.4618,616850.3315,3
639017.6051,616826.8502,0
639061.7483,616803.3689,1
639105.8916,616779.8876,0
639150.0349,616756.4063,0
639194.1782,616732.9251,0
639238.3215,616709.4438,0
639282.4648,616685.9625,3
639326.608,616662.4812,2
639370.7513,616638.9999,5
639414.8946,616615.5186,32
639459.0379,616592.0374,1
639503.1812,616568.5561,2
636545.5813,618141.802,0
636501.438,618165.2833,2
636457.2947,618188.7646,4
636413.1514,618212.2459,0
636369.0081,618235.7272,31
636324.8649,618259.2084,0
636280.7216,618282.6897,0
636236.5783,618306.171,0
636192.435,618329.6523,0
636148.2917,618353.1336,17
636104.1484,618376.6149,0
636060.0052,618400.0961,0
636015.8619,618423.5774,2
635971.7186,618447.0587,0
635927.5753,618470.54,0
635883.432,618494.0213,0
635839.2888,618517.5026,0
635795.1455,618540.9838,0
635751.0022,618564.4651,0
635706.8589,618587.9464,0
635662.7156,618611.4277,0
635618.5723,618634.909,1
635574.4291,618658.3903,0
635530.2858,618681.8715,0
635486.1425,618705.3528,2
635441.9992,618728.8341,0
635397.8559,618752.3154,3
635353.7126,618775.7967,0
635309.5694,618799.278,0
635265.4261,618822.7592,0
635221.2828,618846.2405,0
635177.1395,618869.7218,0
635132.9962,618893.2031,0
635088.853,618916.6844,0
635044.7097,618940.1657,0
635000.5664,618963.6469,0
634956.4231,618987.1282,0
634912.2798,619010.6095,0
634868.1365,619034.0908,2
634823.9933,619057.5721,0
634779.85,619081.0533,0
634735.7067,619104.5346,0
634691.5634,619128.0159,0
634647.4201,619151.4972,0
634603.2769,619174.9785,0
634559.1336,619198.4598,0
634514.9903,619221.941,0
634470.847,619245.4223,0
634426.7037,619268.9036,0
634382.5604,619292.3849,1
634338.4172,619315.8662,2
634294.2739,619339.3475,4
634250.1306,619362.8287,5
634205.9873,619386.31,2
634161.844,619409.7913,6
634117.7008,619433.2726,5
634073.5575,619456.7539,2
634029.4142,619480.2352,2
633985.2709,619503.7164,2
633941.1276,619527.1977,3
633896.9843,619550.679,3
633852.8411,619574.1603,0
633808.6978,619597.6416,3
633764.5545,619621.1229,10
633720.4112,619644.6041,0
633676.2679,619668.0854,0
636815.1449,618542.0963,2
636859.2881,618518.615,0
636903.4314,618495.1337,0
636947.5747,618471.6524,6
636991.718,618448.1711,6
637035.8613,618424.6898,6
637080.0046,618401.2086,6
637124.1478,618377.7273,5
637168.2911,618354.246,4
637212.4344,618330.7647,4
637256.5777,618307.2834,3
637300.721,618283.8021,6
637344.8642,618260.3209,0
637389.0075,618236.8396,0
637433.1508,618213.3583,0
637477.2941,618189.877,0
637521.4374,618166.3957,0
637565.5807,618142.9144,0
637609.7239,618119.4332,21
637653.8672,618095.9519,0
637698.0105,618072.4706,3
637742.1538,618048.9893,0
637786.2971,618025.508,0
637830.4404,618002.0267,3
637874.5836,617978.5455,0
637918.7269,617955.0642,0
637962.8702,617931.5829,1
638007.0135,617908.1016,4
638051.1568,617884.6203,4
638095.3,617861.1391,0
638139.4433,617837.6578,0
638183.5866,617814.1765,0
638227.7299,617790.6952,0
638271.8732,617767.2139,0
638316.0165,617743.7326,0
638360.1597,617720.2514,4
638404.303,617696.7701,7
638448.4463,617673.2888,0
638492.5896,617649.8075,3
638536.7329,617626.3262,5
638580.8761,617602.8449,15
638625.0194,617579.3637,0
638669.1627,617555.8824,2
638713.306,617532.4011,2
638757.4493,617508.9198,0
638801.5926,617485.4385,2
638845.7358,617461.9572,3
638889.8791,617438.476,6
638934.0224,617414.9947,4
638978.1657,617391.5134,0
639022.309,617368.0321,0
639066.4522,617344.5508,10
639110.5955,617321.0695,0
639154.7388,617297.5883,0
639198.8821,617274.107,0
639243.0254,617250.6257,0
639287.1687,617227.1444,0
639331.3119,617203.6631,3
639375.4552,617180.1818,2
639419.5985,617156.7006,0
636771.0016,618565.5775,0
636726.8583,618589.0588,0
636682.715,618612.5401,0
636638.5717,618636.0214,0
636594.4285,618659.5027,0
636550.2852,618682.984,2
636417.8553,618753.4278,0
636373.712,618776.9091,0
636329.5688,618800.3904,0
636285.4255,618823.8717,4
636241.2822,618847.3529,2
636197.1389,618870.8342,2
636152.9956,618894.3155,0
636108.8524,618917.7968,4
636064.7091,618941.2781,0
636020.5658,618964.7593,2
635976.4225,618988.2406,0
635932.2792,619011.7219,0
635888.1359,619035.2032,4
635843.9927,619058.6845,5
635799.8494,619082.1658,14
635755.7061,619105.647,5
635711.5628,619129.1283,4
635667.4195,619152.6096,3
635623.2762,619176.0909,3
635579.133,619199.5722,3
635534.9897,619223.0535,12
635490.8464,619246.5347,0
635446.7031,619270.016,0
635402.5598,619293.4973,0
635358.4166,619316.9786,0
635314.2733,619340.4599,7
635270.13,619363.9412,9
635225.9867,619387.4224,11
635181.8434,619410.9037,12
635137.7001,619434.385,11
635093.5569,619457.8663,13
635049.4136,619481.3476,8
635005.2703,619504.8289,10
634961.127,619528.3101,0
634916.9837,619551.7914,2
634872.8405,619575.2727,3
634828.6972,619598.754,0
634784.5539,619622.2353,9
634740.4106,619645.7166,0
634696.2673,619669.1978,0
634652.124,619692.6791,0
634607.9808,619716.1604,0
634563.8375,619739.6417,0
634519.6942,619763.123,2
634475.5509,619786.6043,0
634431.4076,619810.0855,4
634387.2644,619833.5668,0
634343.1211,619857.0481,0
634298.9778,619880.5294,2
634254.8345,619904.0107,0
634210.6912,619927.492,2
636427.6,611969.66,1
636471.6652,611946.0325,0
636515.7303,611922.4049,2
636559.7955,611898.7774,0
636603.8607,611875.1498,0
636647.9259,611851.5223,3
636691.991,611827.8948,1
636736.0562,611804.2672,0
636780.1214,611780.6397,0
636824.1866,611757.0122,5
636868.2517,611733.3846,2
636912.3169,611709.7571,6
636956.3821,611686.1295,0
637000.4472,611662.502,2
637044.5124,611638.8745,0
637088.5776,611615.2469,0
637132.6428,611591.6194,0
637176.7079,611567.9918,0
637220.7731,611544.3643,0
637264.8383,611520.7368,2
637308.9035,611497.1092,0
637352.9686,611473.4817,2
637397.0338,611449.8542,2
637441.099,611426.2266,1
637485.1641,611402.5991,0
637529.2293,611378.9715,0
637573.2945,611355.344,0
637617.3597,611331.7165,0
637661.4248,611308.0889,0
637705.49,611284.4614,0
637749.5552,611260.8339,0
637793.6204,611237.2063,0
637837.6855,611213.5788,0
637881.7507,611189.9512,0
637925.8159,611166.3237,0
637969.881,611142.6962,0
638013.9462,611119.0686,0
638058.0114,611095.4411,0
638102.0766,611071.8135,0
638146.1417,611048.186,0
638190.2069,611024.5585,0
638234.2721,611000.9309,0
638278.3372,610977.3034,3
638322.4024,610953.6759,2
638366.4676,610930.0483,0
638410.5328,610906.4208,0
638454.5979,610882.7932,0
638498.6631,610859.1657,0
638542.7283,610835.5382,3
638586.7935,610811.9106,1
638630.8586,610788.2831,0
638674.9238,610764.6555,0
638718.989,610741.028,0
638763.0541,610717.4005,0
638807.1193,610693.7729,0
638851.1845,610670.1454,0
638895.2497,610646.5179,0
638939.3148,610622.8903,0
638983.38,610599.2628,0
639027.4452,610575.6352,0
639071.5104,610552.0077,0
639115.5755,610528.3802,0
639159.6407,610504.7526,0
639203.7059,610481.1251,0
639247.771,610457.4976,0
639291.8362,610433.87,0
639335.9014,610410.2425,1
639379.9666,610386.6149,4
639424.0317,610362.9874,2
639468.0969,610339.3599,2
639512.1621,610315.7323,1
639556.2273,610292.1048,15
639600.2924,610268.4772,12
639644.3576,610244.8497,3
639688.4228,610221.2222,0
639732.4879,610197.5946,3
639776.5531,610173.9671,2
639820.6183,610150.3396,0
